sample_idx,y_true,y_pred,p_max,margin_p1_p2
0,0,0,0.9771597981452942,0.9666637182235718
1,0,0,0.9982618689537048,0.9969964027404785
2,0,0,1.0,0.9999999403953552
3,0,0,0.9996798038482666,0.9996076226234436
4,0,0,0.9996472597122192,0.9995496869087219
5,0,0,0.9935821890830994,0.9883862137794495
6,0,0,0.9999901056289673,0.9999836087226868
7,0,0,0.9364932179450989,0.8911479711532593
8,0,0,0.9862949252128601,0.9795927405357361
9,0,0,0.9965380430221558,0.9943568110466003
10,0,0,0.999996542930603,0.9999947547912598
11,0,0,0.7305454611778259,0.6460519433021545
12,0,0,0.9862269759178162,0.973273754119873
13,0,0,0.9914160370826721,0.9832189083099365
14,0,5,0.9646701812744141,0.9342176914215088
15,0,0,0.9994631409645081,0.9990349411964417
16,0,3,0.9491890072822571,0.920039713382721
17,0,0,0.8149375915527344,0.6723694801330566
18,0,0,0.9967114925384521,0.9953702688217163
19,0,0,0.9907763600349426,0.9849643707275391
20,0,0,0.6335001587867737,0.39146578311920166
21,0,0,0.9999972581863403,0.9999957084655762
22,0,0,0.9956759810447693,0.9916934967041016
23,0,0,0.9932458996772766,0.9907735586166382
24,0,0,0.6950469613075256,0.39802315831184387
25,0,0,0.9997146725654602,0.9996097683906555
26,0,0,0.8380312919616699,0.676520049571991
27,0,0,0.9996998310089111,0.9995982646942139
28,0,0,0.9925381541252136,0.9897268414497375
29,0,0,0.9999794960021973,0.9999717473983765
30,0,0,0.988923192024231,0.9779748916625977
31,0,0,0.9861882328987122,0.9769204258918762
32,0,0,0.9964708089828491,0.992943286895752
33,0,3,0.6174134612083435,0.23816362023353577
34,0,2,0.6133620142936707,0.3977690041065216
35,0,0,0.9996225833892822,0.9993566870689392
36,0,0,0.9968288540840149,0.9936699271202087
37,0,0,0.9999977350234985,0.9999960064888
38,0,0,0.993125319480896,0.9862651228904724
39,0,0,0.9853652119636536,0.9817038774490356
40,0,0,0.99998939037323,0.9999818205833435
41,0,0,0.8878108859062195,0.7892819046974182
42,0,0,0.999285876750946,0.9990143775939941
43,0,0,0.9145217537879944,0.8501929044723511
44,0,0,0.9966721534729004,0.9954953193664551
45,0,0,0.9999972581863403,0.9999958276748657
46,0,0,0.7124083042144775,0.4828068017959595
47,0,0,0.9999631643295288,0.9999459385871887
48,0,0,0.9371396899223328,0.8811988830566406
49,0,0,0.9915364980697632,0.9833242893218994
50,0,0,0.7153355479240417,0.563068687915802
51,0,0,0.9995033740997314,0.9990647435188293
52,0,0,0.9910215735435486,0.9876707196235657
53,0,32,0.4815591871738434,0.2009764313697815
54,0,0,0.9432886242866516,0.8966348767280579
55,0,0,0.967043936252594,0.9571411609649658
56,0,0,0.9999966621398926,0.9999946355819702
57,0,0,0.9686141014099121,0.9479146599769592
58,0,0,0.928458034992218,0.8807610273361206
59,0,0,0.9999958276748657,0.9999931454658508
60,0,0,0.9999861717224121,0.9999808073043823
61,0,16,0.6055285930633545,0.21158528327941895
62,0,0,0.9997274279594421,0.9994668364524841
63,0,0,0.8998687267303467,0.845199465751648
64,0,0,0.8120282292366028,0.6432101726531982
65,0,0,0.9999951124191284,0.9999925494194031
66,0,0,0.9907315373420715,0.983208179473877
67,0,0,0.9839932322502136,0.9686380624771118
68,0,0,0.9867807030677795,0.9783028364181519
69,0,0,0.9945066571235657,0.9915391802787781
70,0,2,0.9187660813331604,0.8780613541603088
71,0,0,0.997096061706543,0.9961022138595581
72,0,0,0.9996589422225952,0.9994726181030273
73,0,0,0.9821897745132446,0.9762954711914062
74,0,0,0.9989399313926697,0.9981905817985535
75,0,0,0.9940910935401917,0.9909355640411377
76,0,0,0.9668633341789246,0.9340779185295105
77,0,0,0.9994984865188599,0.9992707967758179
78,0,0,0.6470659375190735,0.457542359828949
79,0,0,0.9623605012893677,0.9278609752655029
80,0,0,0.9992458820343018,0.9988977313041687
81,0,0,0.9975730776786804,0.996406078338623
82,0,0,0.6660796403884888,0.3427860140800476
83,0,0,0.9917359948158264,0.9855606555938721
84,0,0,0.9980916380882263,0.9971961975097656
85,0,0,0.9692798256874084,0.9404258131980896
86,0,0,0.99996018409729,0.999937117099762
87,0,0,0.9981605410575867,0.9968767762184143
88,0,0,0.9999432563781738,0.9998869299888611
89,0,0,0.9299539923667908,0.9065932631492615
90,0,0,0.9785276055335999,0.9661101698875427
91,0,0,0.9450522661209106,0.8968273997306824
92,0,0,0.7471014857292175,0.5847707986831665
93,0,0,0.9545687437057495,0.9098857045173645
94,0,1,0.4310440719127655,0.17847144603729248
95,1,1,0.997922956943512,0.9960944056510925
96,1,1,0.9999998807907104,0.9999998211860657
97,1,1,0.9999947547912598,0.9999916553497314
98,1,1,0.9999936819076538,0.999988317489624
99,1,1,0.9999921321868896,0.9999898672103882
100,1,1,0.9999929666519165,0.9999895095825195
101,1,1,0.9986018538475037,0.9980092644691467
102,1,1,0.9999936819076538,0.9999922513961792
103,1,1,0.9968254566192627,0.995273232460022
104,1,1,0.9998332262039185,0.9997695684432983
105,1,1,0.9999908208847046,0.9999872446060181
106,1,1,0.9999988079071045,0.9999982118606567
107,1,1,0.9995830655097961,0.9993464946746826
108,1,1,0.9999871253967285,0.9999805688858032
109,1,1,0.9855440258979797,0.9735339879989624
110,1,1,0.999919056892395,0.9998692870140076
111,1,1,0.9999912977218628,0.9999850392341614
112,1,1,0.9998273253440857,0.9996902942657471
113,1,1,0.9949995279312134,0.9911508560180664
114,1,1,0.9998805522918701,0.9998171925544739
115,1,1,0.9999339580535889,0.9998936057090759
116,1,1,0.9922785758972168,0.9846023917198181
117,1,1,0.9999488592147827,0.9999098181724548
118,1,1,0.9993736147880554,0.9987917542457581
119,1,1,0.9999198913574219,0.9998763799667358
120,1,1,0.9999430179595947,0.9999203681945801
121,1,1,0.9995786547660828,0.9991995096206665
122,1,1,0.9977768063545227,0.9968903064727783
123,1,1,0.6134509444236755,0.3811453580856323
124,1,1,0.9948030114173889,0.9896610379219055
125,1,1,0.9999959468841553,0.9999948143959045
126,1,1,0.9994450211524963,0.9991152286529541
127,1,1,0.999961256980896,0.9999310374259949
128,1,1,0.9826979041099548,0.9664585590362549
129,1,1,0.9990234375,0.9986553192138672
130,1,1,0.9999995231628418,0.9999991059303284
131,1,1,0.999995231628418,0.9999927878379822
132,1,1,0.9999103546142578,0.9998477697372437
133,1,1,0.999876856803894,0.9997723698616028
134,1,1,0.9997856020927429,0.9995743036270142
135,1,1,0.9993875026702881,0.9990578293800354
136,1,1,0.9999072551727295,0.9998279213905334
137,1,1,0.9999842643737793,0.9999769330024719
138,1,1,0.9974254965782166,0.9962530732154846
139,1,1,0.9999779462814331,0.99996018409729
140,1,1,0.9999983310699463,0.999997615814209
141,1,1,0.9991331696510315,0.9983648657798767
142,1,1,0.9995089769363403,0.9992917776107788
143,1,1,0.9688971638679504,0.9459133148193359
144,1,1,0.9845512509346008,0.9691570401191711
145,1,1,0.9920942187309265,0.9843329787254333
146,1,1,0.999852180480957,0.9997829794883728
147,1,1,0.9999996423721313,0.9999993443489075
148,1,1,0.9932049512863159,0.989577054977417
149,1,1,0.9998964071273804,0.9998016357421875
150,1,1,0.9999270439147949,0.999875009059906
151,1,1,0.9974462985992432,0.995570182800293
152,1,1,0.9999918937683105,0.9999876618385315
153,1,1,0.9997656941413879,0.9995363354682922
154,1,1,0.9157556891441345,0.8459107875823975
155,1,1,0.9999744892120361,0.9999643564224243
156,1,1,0.9996618032455444,0.9993903040885925
157,1,16,0.9917138814926147,0.9834408760070801
158,1,1,0.993883490562439,0.9906826615333557
159,1,1,0.996182382106781,0.9940013885498047
160,1,1,0.9999059438705444,0.9998596906661987
161,1,1,0.9916751384735107,0.9864118099212646
162,1,1,0.9741835594177246,0.9488378167152405
163,1,1,0.999983549118042,0.9999798536300659
164,1,1,0.9999494552612305,0.999907374382019
165,1,1,0.9988532066345215,0.9982486367225647
166,1,1,0.9993366599082947,0.9990013837814331
167,1,1,0.9905520677566528,0.9849542379379272
168,1,1,0.9954413175582886,0.993891179561615
169,1,1,0.9999216794967651,0.9998579025268555
170,1,1,0.9895938634872437,0.9811105132102966
171,1,1,0.9999971389770508,0.9999966025352478
172,1,1,0.9999852180480957,0.9999781847000122
173,1,1,0.998968243598938,0.9980776309967041
174,1,1,0.9999704360961914,0.9999621510505676
175,1,1,0.9986288547515869,0.9977158308029175
176,1,1,0.9952524900436401,0.9927394986152649
177,1,1,0.9999583959579468,0.9999395608901978
178,1,1,0.9999970197677612,0.9999945759773254
179,1,1,0.9957075119018555,0.9936546683311462
180,1,1,0.9999926090240479,0.99998539686203
181,1,1,0.993691086769104,0.9883438944816589
182,1,1,0.9956786036491394,0.9913897514343262
183,1,1,0.9859849214553833,0.9805477857589722
184,1,1,0.9999938011169434,0.99998939037323
185,1,1,0.9981092214584351,0.9967775940895081
186,1,1,0.9999978542327881,0.9999963045120239
187,1,1,0.9990442395210266,0.9985275268554688
188,1,1,0.9981904625892639,0.9976216554641724
189,2,2,0.9999943971633911,0.9999902844429016
190,2,2,0.9999641180038452,0.9999366402626038
191,2,2,0.9998440742492676,0.999691903591156
192,2,2,0.9987660646438599,0.9980484247207642
193,2,2,0.9999927282333374,0.9999902248382568
194,2,2,0.999575674533844,0.999310314655304
195,2,2,0.9999345541000366,0.9999051094055176
196,2,2,0.9999775886535645,0.9999696612358093
197,2,2,0.9999972581863403,0.999995231628418
198,2,2,0.9998646974563599,0.9998089075088501
199,2,2,0.9883887767791748,0.9838858246803284
200,2,2,0.9999995231628418,0.9999989867210388
201,2,2,0.99998939037323,0.9999846816062927
202,2,2,0.9999785423278809,0.9999611973762512
203,2,2,0.9989351630210876,0.9978710412979126
204,2,2,0.9996867179870605,0.999434232711792
205,2,2,0.9997966885566711,0.9996086955070496
206,2,2,0.9998210072517395,0.9996461272239685
207,2,2,0.5935432314872742,0.18900439143180847
208,2,2,0.9969751834869385,0.9940363168716431
209,2,2,0.9999986886978149,0.999998152256012
210,2,2,0.9996929168701172,0.9994452595710754
211,2,2,0.9982787370681763,0.996655285358429
212,2,2,0.9959482550621033,0.9929808974266052
213,2,2,0.9956811666488647,0.9915207028388977
214,2,2,0.9957301020622253,0.9919053316116333
215,2,2,0.9999264478683472,0.9998624324798584
216,2,2,0.999976396560669,0.9999615550041199
217,2,2,0.9915346503257751,0.9841275215148926
218,2,2,0.9011551141738892,0.809738039970398
219,2,2,0.9999794960021973,0.9999709129333496
220,2,2,0.9997888207435608,0.9996767044067383
221,2,2,0.9999996423721313,0.9999995231628418
222,2,2,0.4503032863140106,0.1583949625492096
223,2,2,0.9311937093734741,0.863935112953186
224,2,2,0.9999778270721436,0.9999659061431885
225,2,2,0.9450724720954895,0.8960752487182617
226,2,2,0.9999833106994629,0.9999783635139465
227,2,2,0.9996219873428345,0.99928879737854
228,2,2,0.9999558925628662,0.9999322891235352
229,2,2,0.9999998807907104,0.9999998211860657
230,2,2,0.9998966455459595,0.9998446106910706
231,3,3,0.9999991655349731,0.9999984502792358
232,3,3,0.9999555349349976,0.9999344944953918
233,3,3,0.9814629554748535,0.9732175469398499
234,3,3,0.9991717338562012,0.998347818851471
235,3,3,0.9989196062088013,0.9984371662139893
236,3,3,0.9999758005142212,0.9999600052833557
237,3,3,0.999505877494812,0.9990812540054321
238,3,3,0.9999673366546631,0.9999350309371948
239,3,3,0.9972577691078186,0.9960554838180542
240,3,3,0.9992639422416687,0.9989354014396667
241,3,3,0.987520694732666,0.982062816619873
242,3,3,0.9757856726646423,0.9560226798057556
243,3,3,0.9971598386764526,0.9957420229911804
244,3,3,0.999984622001648,0.9999715685844421
245,3,3,0.999931812286377,0.9998849034309387
246,3,3,0.9999938011169434,0.9999884366989136
247,3,3,0.9999932050704956,0.9999864101409912
248,3,3,0.8765143752098083,0.7543290257453918
249,3,3,0.9998809099197388,0.999796450138092
250,3,3,0.5464830994606018,0.0933305025100708
251,3,3,0.9998931884765625,0.9998244643211365
252,3,3,0.999971866607666,0.9999518394470215
253,3,3,0.994527280330658,0.991873025894165
254,3,3,0.9998167157173157,0.9997228384017944
255,3,3,0.9998393058776855,0.9997100830078125
256,3,3,0.9999953508377075,0.9999933242797852
257,3,3,0.9998965263366699,0.9998557567596436
258,3,3,0.845703661441803,0.7899510264396667
259,3,3,0.9998573064804077,0.9997802972793579
260,3,3,0.9999958276748657,0.9999938011169434
261,3,3,0.9999967813491821,0.9999936819076538
262,3,3,0.7127336263656616,0.4399254322052002
263,3,3,0.993653416633606,0.9873175621032715
264,3,3,0.9999892711639404,0.9999799728393555
265,3,3,0.9999966621398926,0.9999950528144836
266,3,3,0.9966059923171997,0.9945961833000183
267,3,3,0.9998379945755005,0.9996790289878845
268,3,3,0.9999352693557739,0.999872624874115
269,3,3,0.9999244213104248,0.9998830556869507
270,3,3,0.996878981590271,0.9956058263778687
271,3,3,0.9970032572746277,0.995171844959259
272,3,3,0.9989272952079773,0.9981281161308289
273,3,3,0.9999984502792358,0.9999972581863403
274,3,3,0.9999966621398926,0.999994158744812
275,3,3,0.9979436993598938,0.9961011409759521
276,3,3,0.970646858215332,0.9510992169380188
277,3,3,0.9993189573287964,0.9988309741020203
278,3,3,0.9943471550941467,0.9907577633857727
279,3,3,0.9999949932098389,0.9999929070472717
280,3,3,0.9999713897705078,0.9999536871910095
281,3,3,0.6302556395530701,0.26284632086753845
282,3,3,0.9999951124191284,0.9999908208847046
283,3,3,0.9999662637710571,0.999957263469696
284,3,3,0.9993056058883667,0.9987101554870605
285,3,3,0.9999996423721313,0.9999995231628418
286,3,3,0.9999053478240967,0.9998648762702942
287,3,3,0.9999998807907104,0.9999998211860657
288,3,3,0.9993188381195068,0.9990376234054565
289,3,3,0.999974250793457,0.99994957447052
290,3,3,0.9275792241096497,0.8563759922981262
291,3,3,0.9998738765716553,0.999800443649292
292,3,3,0.9999687671661377,0.9999572038650513
293,3,3,0.9994951486587524,0.9992661476135254
294,3,3,0.9999004602432251,0.9998618960380554
295,3,3,0.9999984502792358,0.9999980926513672
296,3,3,0.9999924898147583,0.9999859929084778
297,3,3,0.9999245405197144,0.9998925924301147
298,3,3,0.9999967813491821,0.999994695186615
299,3,3,0.9999058246612549,0.9998588562011719
300,3,17,0.6646722555160522,0.33708247542381287
301,3,3,0.9995858073234558,0.9991717338562012
302,3,3,0.9992953538894653,0.9986605644226074
303,3,3,0.9999998807907104,0.9999998211860657
304,3,3,0.9999933242797852,0.9999883770942688
305,3,3,0.9999871253967285,0.9999797344207764
306,3,3,0.9999985694885254,0.9999977350234985
307,3,3,0.9999796152114868,0.9999628067016602
308,3,3,0.9999624490737915,0.9999455809593201
309,3,3,0.9999983310699463,0.9999977946281433
310,3,3,0.998738706111908,0.9978628158569336
311,3,3,0.9999786615371704,0.9999651908874512
312,3,3,0.9999997615814209,0.9999996423721313
313,3,3,0.999992847442627,0.9999868273735046
314,3,3,0.9999985694885254,0.9999977946281433
315,3,3,0.9565264582633972,0.9133890271186829
316,3,3,0.9876247644424438,0.9777326583862305
317,3,3,0.999998927116394,0.9999979138374329
318,3,3,0.9033957719802856,0.8630656599998474
319,3,3,0.9999991655349731,0.9999988675117493
320,3,3,0.9997244477272034,0.9995452165603638
321,3,3,0.9999783039093018,0.9999620914459229
322,3,3,0.9998774528503418,0.9997625350952148
323,3,3,0.9995508790016174,0.9993765354156494
324,3,3,0.4080142378807068,0.06267216801643372
325,3,3,0.9999127388000488,0.9998497366905212
326,3,3,0.9802500009536743,0.9634429812431335
327,3,3,0.9977093935012817,0.995511531829834
328,3,3,0.9995323419570923,0.9993449449539185
329,3,3,0.9191983938217163,0.8837224245071411
330,3,3,0.9999403953552246,0.9999036192893982
331,3,3,0.9997323155403137,0.9995613098144531
332,3,3,0.9068268537521362,0.8623321056365967
333,3,3,0.9998317956924438,0.9996823668479919
334,3,3,0.9994369149208069,0.999001145362854
335,3,3,0.9362115263938904,0.8724312782287598
336,3,3,0.9916167855262756,0.9836349487304688
337,3,3,0.9999936819076538,0.9999874234199524
338,3,3,0.9985880255699158,0.997224748134613
339,3,3,0.9999998807907104,0.9999998211860657
340,3,3,0.9999819993972778,0.9999737739562988
341,3,3,0.9991119503974915,0.9983856678009033
342,3,3,0.9999986886978149,0.9999977946281433
343,3,3,0.8680897951126099,0.7847330570220947
344,3,3,0.9999902248382568,0.9999858140945435
345,3,3,0.9794073104858398,0.9588939547538757
346,3,3,0.9993875026702881,0.9990914463996887
347,3,3,0.9645415544509888,0.9291597008705139
348,3,3,0.9609888195991516,0.922974705696106
349,3,3,0.9999148845672607,0.9998717904090881
350,3,3,0.9764810800552368,0.9598875045776367
351,3,3,0.9987170696258545,0.9976670145988464
352,3,3,0.9990115165710449,0.9983981251716614
353,3,3,0.9783819913864136,0.9621345400810242
354,3,3,0.9998233914375305,0.9997544884681702
355,3,3,0.9996405839920044,0.9994062185287476
356,3,3,0.9999499320983887,0.9999122619628906
357,3,3,0.9999445676803589,0.9999194145202637
358,3,3,0.7801466584205627,0.6467097997665405
359,3,3,0.9999986886978149,0.9999977350234985
360,3,3,0.9734824299812317,0.9469757080078125
361,3,3,0.9908639788627625,0.9817413091659546
362,3,3,0.9998612403869629,0.9997698068618774
363,3,3,0.9999922513961792,0.999984622001648
364,3,3,0.9999980926513672,0.999997079372406
365,3,3,0.9999951124191284,0.9999930262565613
366,3,3,0.9337050914764404,0.8677324056625366
367,3,3,0.9926350712776184,0.9881490468978882
368,3,3,0.9969411492347717,0.9939155578613281
369,3,3,0.9999984502792358,0.9999976754188538
370,3,3,0.9385720491409302,0.8829023241996765
371,3,3,0.9929357171058655,0.9884191155433655
372,3,3,0.7736049890518188,0.649202287197113
373,3,3,0.9996569156646729,0.9993557929992676
374,3,3,0.9999457597732544,0.9999088644981384
375,3,3,0.9997742772102356,0.9995969533920288
376,3,16,0.4627532660961151,0.17676669359207153
377,3,3,0.9878448843955994,0.9798633456230164
378,3,3,0.9999730587005615,0.9999599456787109
379,3,3,0.9999876022338867,0.9999821782112122
380,3,3,0.999998927116394,0.9999979138374329
381,3,3,0.9946783781051636,0.9901894330978394
382,3,3,0.9999868869781494,0.9999793767929077
383,3,3,0.9120436310768127,0.8832557201385498
384,3,3,0.999991774559021,0.999987006187439
385,3,3,0.9997766613960266,0.9995611310005188
386,3,3,0.9999088048934937,0.9998294115066528
387,3,3,0.6451820731163025,0.30238279700279236
388,3,3,0.9992697834968567,0.9985954165458679
389,3,3,1.0,0.9999999403953552
390,3,3,0.9615143537521362,0.9381738901138306
391,3,3,0.9999927282333374,0.9999857544898987
392,3,3,0.9999231100082397,0.999862015247345
393,3,3,0.9998922348022461,0.9998384118080139
394,3,3,0.9976357221603394,0.9963448643684387
395,3,3,0.9982818365097046,0.9970108270645142
396,3,3,0.9999518394470215,0.9999334812164307
397,3,3,0.9948315620422363,0.989815354347229
398,3,3,0.8376108407974243,0.6986358761787415
399,3,3,0.9995146989822388,0.9990326762199402
400,3,3,0.9999972581863403,0.9999951720237732
401,3,3,0.9945159554481506,0.9891444444656372
402,3,3,0.9991635084152222,0.998464047908783
403,3,3,0.9966133236885071,0.9944518208503723
404,3,3,0.9996863603591919,0.9994553327560425
405,3,3,0.999257504940033,0.9985756278038025
406,3,3,0.9999241828918457,0.9998834133148193
407,3,3,0.999990701675415,0.9999825358390808
408,3,3,0.999996542930603,0.999993622303009
409,3,3,0.9999953508377075,0.9999910593032837
410,3,3,0.9999843835830688,0.9999728798866272
411,3,3,0.99998939037323,0.9999817609786987
412,3,3,0.9779261946678162,0.9596868753433228
413,3,3,0.9999982118606567,0.9999966025352478
414,3,3,0.9999842643737793,0.9999732375144958
415,3,3,0.9999921321868896,0.9999856352806091
416,3,3,0.9999679327011108,0.9999528527259827
417,3,3,0.998916745185852,0.9985987544059753
418,3,3,0.9999774694442749,0.9999631643295288
419,3,3,0.9999388456344604,0.9998794794082642
420,3,3,0.9999929666519165,0.9999898672103882
421,3,3,0.9999243021011353,0.9998588562011719
422,3,3,0.9999574422836304,0.9999275803565979
423,3,3,0.9987345337867737,0.9978290796279907
424,3,3,0.9998877048492432,0.9997889399528503
425,3,3,0.9999991655349731,0.9999984502792358
426,3,3,0.9923290610313416,0.9854938387870789
427,3,3,0.9991328120231628,0.9983445405960083
428,3,3,0.999998927116394,0.9999980330467224
429,3,3,0.9982694387435913,0.997993528842926
430,3,3,0.9999935626983643,0.9999896287918091
431,3,3,0.9999080896377563,0.9998272061347961
432,3,3,0.9999911785125732,0.9999853372573853
433,3,3,0.9999651908874512,0.9999368786811829
434,3,3,0.999858021736145,0.999737560749054
435,3,3,0.9983639121055603,0.997460126876831
436,3,3,0.9990031123161316,0.998080313205719
437,3,3,0.9896154403686523,0.9795500636100769
438,3,3,0.9680270552635193,0.9372721314430237
439,3,3,0.9999793767929077,0.9999630451202393
440,3,3,0.9999144077301025,0.9998656511306763
441,3,3,0.8391028642654419,0.6833121180534363
442,3,3,0.9999748468399048,0.9999505281448364
443,3,3,0.9997468590736389,0.9996104836463928
444,3,3,0.9999521970748901,0.9999222159385681
445,3,3,0.9997743964195251,0.9996586441993713
446,3,3,0.9966435432434082,0.994131326675415
447,3,3,0.9975646734237671,0.9965921640396118
448,3,3,0.999958872795105,0.9999361634254456
449,3,3,0.9999988079071045,0.9999982118606567
450,3,3,0.9998227953910828,0.999713122844696
451,3,3,0.9999790191650391,0.9999664425849915
452,3,3,0.9999827146530151,0.9999690651893616
453,3,3,0.9913114309310913,0.9854788780212402
454,3,3,0.978183925151825,0.9724724888801575
455,3,3,0.44274675846099854,0.25337523221969604
456,3,3,0.9372356534004211,0.9037663340568542
457,3,3,0.997165858745575,0.9944280385971069
458,3,3,0.9989598989486694,0.998340904712677
459,3,3,0.9999903440475464,0.9999880790710449
460,3,3,0.9962447285652161,0.9942921996116638
461,3,3,0.9998881816864014,0.9998112320899963
462,3,3,0.9999657869338989,0.9999496340751648
463,3,3,0.9999977350234985,0.999996542930603
464,3,3,0.9999303817749023,0.9998730421066284
465,3,3,0.9957078695297241,0.9915746450424194
466,3,3,0.9999934434890747,0.9999877214431763
467,3,3,0.9998000264167786,0.9996215105056763
468,3,3,0.999795138835907,0.9996398091316223
469,3,3,0.9999926090240479,0.9999854564666748
470,3,3,0.9975805282592773,0.9964202046394348
471,3,3,0.9991457462310791,0.9983938336372375
472,3,3,0.9999933242797852,0.9999902844429016
473,3,3,0.9999792575836182,0.9999686479568481
